,protein_name
19830,Thiol:disulfide interchange protein DsbD
19831,Thioredoxin reductase
19832,Threonine synthase
19833,Threonine--tRNA ligase
19834,Threonylcarbamoyl-AMP synthase A37 threonylcarbamoyladenosine biosynthesis protein TsaC)
19835,Thymidylate kinase
19836,Thymidylate synthase
19837,Transaldolase
19838,Transketolase
19839,Triosephosphate isomerase
19840,Tryptophan synthase beta chain
19841,Tryptophan--tRNA ligase
19842,Type II citrate synthase
19843,Type II methyltransferase M.NgoBV
19844,Type II methyltransferase M.NlaIII
19845,Type II restriction enzyme NgoMIV
19846,Type III pantothenate kinase
19847,Type III restriction-modification system methyltransferase
19848,Tyrosine--tRNA ligase
19849,"UDP-2,3-diacylglucosamine hydrolase"
19850,UDP-3-O-acyl-N-acetylglucosamine deacetylase
19851,UDP-3-O-acylglucosamine N-acyltransferase
19852,UDP-N-acetyl-D-glucosamine 6-dehydrogenase
19853,UDP-N-acetylenolpyruvoylglucosamine reductase
19854,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
19855,UDP-N-acetylglucosamine--N-acetylmuramyl- pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
19856,UDP-N-acetylmuramate--L-alanine ligase
19857,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
19858,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
19859,UDP-N-acetylmuramoylalanine--D-glutamate ligase
19860,UDP-glucose 4-epimerase
19861,UTP--glucose-1-phosphate uridylyltransferase
19862,Ubiquinol-cytochrome c reductase cytochrome c1 subunit
19863,Ubiquinone biosynthesis O-methyltransferase
19864,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
19865,Uncharacterized protein
19866,Undecaprenyl diphosphate synthase
19867,Undecaprenyl-diphosphatase
19868,Uracil phosphoribosyltransferase
19869,Uracil-DNA glycosylase
19870,Uridylate kinase
19871,Uroporphyrinogen decarboxylase
19872,Valine--pyruvate transaminase
19873,Valine--tRNA ligase
19874,Xaa-Pro aminopeptidase
19875,alanine transaminase
19876,dCTP deaminase
19877,dITP/XTP pyrophosphatase
19878,"dTDP-4-dehydrorhamnose 3,5-epimerase"
19879,dTDP-4-dehydrorhamnose reductase
19880,"dTDP-glucose 4,6-dehydratase"
19881,ferredoxin--NADP reductase
19882,hydroxymethylpyrimidine kinase
19883,lactoylglutathione lyase
19884,nicotinamidase
19885,nicotinate-nucleotide diphosphorylase
19886,oligopeptidase A
19887,oxoglutarate dehydrogenase
19888,protein-tyrosine-phosphatase
19889,tRNA -)-methyltransferase
19890,tRNA -)-methyltransferase -N)-methyltransferase) -methyltransferase)
19891,tRNA -2'-O)-methyltransferase -methyltransferase TrmL)
19892,tRNA N6-adenosine threonylcarbamoyltransferase A synthase) A37 threonylcarbamoyladenosine biosynthesis protein TsaD)
19893,tRNA dimethylallyltransferase
19894,tRNA pseudouridine synthase A synthase)
19895,tRNA pseudouridine synthase B synthase)
19896,tRNA pseudouridine synthase C synthase)
19897,tRNA-2-methylthio-N-dimethylallyladenosine synthase adenosine tRNA methylthiotransferase MiaB) A37 methylthiotransferase)
19898,tRNA-lysidine synthase -2-lysyl-cytidine synthase) -lysidine synthetase)
19899,tRNA/tmRNA )-methyltransferase -C)-methyltransferase) -methyltransferase)
19900,-farnesyl diphosphate synthase
19901,"1,4-alpha-glucan branching enzyme GlgB -glucan enzyme)"
19902,1--5-[methylideneamino] imidazole-4-carboxamide isomerase
19903,1-acyl-sn-glycerol-3-phosphate acyltransferase
19904,1-deoxy-D-xylulose 5-phosphate reductoisomerase
19905,1-deoxy-D-xylulose-5-phosphate synthase
19906,16S rRNA -C)-methyltransferase -)-methyltransferase RsmB)
19907,16S rRNA -N)-methyltransferase RsmG
19908,16S/23S rRNA -methyltransferase TlyA
19909,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
19910,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
19911,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
19912,2-amino-3-ketobutyrate coenzyme A ligase
19913,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
19914,2-aminoethylphosphonate--pyruvate transaminase
19915,2-dehydro-3-deoxyphosphooctonate aldolase
19916,2-dehydropantoate 2-reductase
19917,2-isopropylmalate synthase
19918,2-methylisocitrate lyase -2-methylisocitrate lyase)
19919,2-oxo-carboxylic acid reductase
19920,2-oxoisovalerate dehydrogenase subunit alpha
19921,3-dehydroquinate dehydratase
19922,3-deoxy-D-manno-octulosonic acid transferase)
19923,3-deoxy-manno-octulosonate cytidylyltransferase
19924,3-deoxy-manno-octulosonate-8-phosphatase KdsC
19925,3-hydroxybutyryl-CoA dehydrogenase
19926,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
19927,3-isopropylmalate dehydratase large subunit
19928,3-isopropylmalate dehydrogenase
19929,3-methyl-2-oxobutanoate hydroxymethyltransferase
19930,3-oxoacyl-[acyl-carrier-protein] reductase
19931,3-oxoacyl-[acyl-carrier-protein] synthase 2
19932,3-phosphoshikimate 1-carboxyvinyltransferase
19933,4-alpha-glucanotransferase
19934,4-carboxymuconolactone decarboxylase
19935,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase -2-C-methyl-D-erythritol kinase)
19936,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase -butenyl 4-diphosphate synthase)
19937,4-hydroxy-tetrahydrodipicolinate reductase
19938,4-hydroxy-tetrahydrodipicolinate synthase
19939,4-hydroxybenzoate octaprenyltransferase
19940,4-hydroxythreonine-4-phosphate dehydrogenase -L-threonine dehydrogenase)
19941,5'-nucleotidase SurE
19942,"5,6-dimethylbenzimidazole synthase"
19943,"6,7-dimethyl-8-ribityllumazine synthase"
19944,"6-carboxy-5,6,7,8-tetrahydropterin synthase"
19945,"6-phosphogluconate dehydrogenase, decarboxylating"
19946,6-phosphogluconolactonase
19947,7-carboxy-7-deazaguanine synthase
19948,7-cyano-7-deazaguanine synthase)
19949,8-amino-7-ketopelargonate synthase
19950,8-oxo-dGTP diphosphatase
19951,"ABC transporter, ATP-binding component, putative Fe3+ transport system"
19952,ADP-ribose pyrophosphatase
19953,ATP citrate synthase
19954,ATP phosphoribosyltransferase
19955,ATP-dependent 6-phosphofructokinase
19956,ATP-dependent Clp protease proteolytic subunit
19957,ATP-dependent RNA helicase RhlE
19958,ATP-dependent dethiobiotin synthetase BioD
19959,ATP-dependent protease subunit HslV
19960,Acetate kinase
19961,Acetate--CoA ligase
19962,Acetolactate synthase small subunit
19963,Acetyl-CoA C-acetyltransferase
19964,Acetyl-CoA carboxylase biotin subunit
19965,Acetylglutamate kinase
19966,Acetylornithine aminotransferase
19967,Acetyltransferase component of pyruvate dehydrogenase complex
19968,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
19969,Adenine phosphoribosyltransferase
19970,Adenosylcobinamide kinase
19971,Adenosylcobinamide-GDP ribazoletransferase
19972,Adenosylhomocysteinase
19973,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
19974,Adenylate kinase
19975,Adenylosuccinate lyase
19976,Adenylosuccinate synthetase
19977,Agmatinase
19978,Alanine dehydrogenase
19979,Alanine racemase
19980,Alanine--tRNA ligase
19981,"Alpha,alpha-trehalose-phosphate synthase"
19982,Alpha-D-glucose phosphate-specific phosphoglucomutase
19983,Alpha-amylase
19984,Amidophosphoribosyltransferase
19985,Aminodeoxychorismate synthase component I
19986,Aminomethyltransferase
19987,Aminopyrimidine aminohydrolase
19988,Anhydro-N-acetylmuramic acid kinase
19989,Anthranilate phosphoribosyltransferase
19990,Anthranilate synthase component 1
19991,Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: alpha chain; beta chain] [Includes: Glutamate N-acetyltransferase ; Amino-acid acetyltransferase ]
19992,Arginine--tRNA ligase
19993,Argininosuccinate lyase
19994,Argininosuccinate synthase
19995,Arsenate reductase
19996,Aspartate 1-decarboxylase [Cleaved into: beta chain; alpha chain]
19997,Aspartate carbamoyltransferase
19998,Aspartate--tRNA ligase
19999,Aspartate-semialdehyde dehydrogenase
20000,Aspartokinase
20001,Bacterioferritin
20002,Beta-ketoacyl-[acyl-carrier-protein] synthase III
20003,Bifunctional 2-methylcitrate dehydratase/aconitate hydratase
20004,Bifunctional NADH-hydrate repair enzyme [Includes: ADP-dependent -NADH-hydrate dehydratase HX dehydratase); epimerase ]
20005,Bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase
20006,Bifunctional chorismate mutase/prephenate dehydratase
20007,Bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
20008,Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase ; Methenyltetrahydrofolate cyclohydrolase ]
20009,Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase ; Glucosamine-1-phosphate N-acetyltransferase ]
20010,Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase ; 1-phosphate adenylyltransferase ]
20011,Bifunctional protein PutA
20012,Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase ]
20013,Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase ; IMP cyclohydrolase ]
20014,Bifunctional riboflavin kinase/FMN adenylyltransferase
20015,Bifunctional uridylyltransferase/uridylyl-removing enzyme [Includes: [Protein-PII] uridylyltransferase ; [Protein-PII]-UMP uridylyl-removing ]
20016,Biosynthetic arginine decarboxylase
20017,Biotin carboxylase
20018,Biotin synthase
20019,Biotin--[acetyl-CoA-carboxylase] ligase
20020,"Bis-tetraphosphatase, symmetrical"
20021,Branched-chain-amino-acid aminotransferase
20022,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
20023,CDP-diacylglycerol--serine O-phosphatidyltransferase
20024,CTP synthase
20025,Calcium-transporting ATPase
20026,Carbamoyl phosphate synthase large chain
20027,Carbonic anhydrase
20028,Carboxy-terminal-processing protease
20029,Cation:proton antiporter
20030,Chlorite dismutase
20031,Chorismate synthase
20032,"Cobyrinate a,c-diamide synthase"
20033,Coenzyme A biosynthesis bifunctional protein CoaBC [Includes: Phosphopantothenoylcysteine decarboxylase ; Phosphopantothenate--cysteine ligase ]
20034,Cofactor-independent phosphoglycerate mutase
20035,Copper-containing nitrite reductase
20036,"Corrinoid adenosyltransferase alamin adenosyltransferase) yrinic acid a,c-diamide"
20037,Cyanate hydratase
20038,Cyclopropane fatty acyl phospholipid synthase
20039,Cysteine desulfurase IscS
20040,Cysteine synthase
20041,Cysteine--tRNA ligase
20042,Cytochrome c551 peroxidase
20043,D-3-phosphoglycerate dehydrogenase
20044,D-alanine aminotransferase
20045,D-alanine--D-alanine ligase
20046,D-arabinose 5-phosphate isomerase
20047,D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase
20048,DNA ligase
20049,DNA ligase ])
20050,DNA polymerase IV
20051,DNA polymerase beta
20052,DNA topoisomerase I
20053,DNA-3-methyladenine glycosylase II
20054,DNA-directed RNA polymerase subunit beta
20055,Delta-aminolevulinic acid dehydratase
20056,Demethylmenaquinone methyltransferase
20057,Deoxyhypusine synthase
20058,Deoxyribodipyrimidine photo-lyase
20059,Deoxyribose-phosphate aldolase
20060,Dephospho-CoA kinase
20061,"Di-trans,poly-cis-decaprenylcistransferase"
20062,Diaminopimelate decarboxylase
20063,Diaminopimelate epimerase
20064,Dihydrolipoyl dehydrogenase
20065,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
20066,Dihydroorotase
20067,Dihydropteroate synthase
20068,Dihydroxy-acid dehydratase
20069,Do family serine endopeptidase
20070,Dolichyl-phosphate beta-D-mannosyltransferase )
20071,Enolase
20072,Enoyl-[acyl-carrier-protein] reductase [NADH]
20073,Epoxyqueuosine reductase
20074,Exodeoxyribonuclease 7 large subunit
20075,Exodeoxyribonuclease III
20076,Exopolyphosphatase
20077,Farnesyl-diphosphate farnesyltransferase
20078,Fatty acid oxidation complex subunit alpha FadJ
20079,Flagellum-specific ATP synthase FliI
20080,Formamidopyrimidine-DNA glycosylase lyase MutM)
20081,"Formate dehydrogenase, alpha subunit"
20082,Formate--tetrahydrofolate ligase
20083,Formimidoyltransferase-cyclodeaminase
20084,"Fructose-1,6-bisphosphate aldolase/phosphatase"
20085,Fumarate hydratase class II
20086,GMP synthase [glutamine-hydrolyzing]
20087,GTP cyclohydrolase 1
20088,GTP diphosphokinase
20089,Galactose-1-phosphate uridylyltransferase
20090,Gamma-glutamyl phosphate reductase
20091,"Geranylgeranyl pyrophosphate synthase, chloroplastic"
20092,Glucokinase
20093,Glucose-1-phosphate adenylyltransferase
20094,Glucose-1-phosphate cytidylyltransferase
20095,Glucose-1-phosphate thymidylyltransferase
20096,Glucose-6-phosphate 1-dehydrogenase
20097,Glucose-6-phosphate isomerase
20098,Glucosyl-3-phosphoglycerate synthase
20099,Glucosyl-3-phosphoglycerate/mannosyl-3-phosphoglycerate phosphatase
20100,Glutamate 5-kinase
20101,Glutamate synthase large subunit
20102,Glutamate--tRNA ligase
20103,"Glutamate-1-semialdehyde 2,1-aminomutase"
20104,Glutamine synthetase
20105,Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
20106,Glutamine--tRNA ligase
20107,Glutamine-dependent NAD synthetase synthase [glutamine-hydrolyzing])
20108,Glutamyl-tRNA reductase
20109,Glycerol-3-phosphate 1-O-acyltransferase PlsY
20110,Glycerol-3-phosphate dehydrogenase [NAD+] -dependent dehydrogenase) H-dependent dihydroxyacetone-phosphate reductase)
20111,Glycine dehydrogenase )
20112,Glycine--tRNA ligase beta subunit
20113,Glycogen synthase
20114,Glyoxylate reductase
20115,Guanylate kinase
20116,Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase ; Phosphoribosyl-ATP pyrophosphatase ]
20117,Histidine--tRNA ligase
20118,Histidinol dehydrogenase
20119,Holliday junction branch migration DNA helicase RuvB
20120,"Homogentisate 1,2-dioxygenase"
20121,Homoserine dehydrogenase
20122,Homoserine kinase
20123,Hydroxymethylglutaryl-CoA lyase
20124,Hypoxanthine phosphoribosyltransferase
20125,Imidazoleglycerol-phosphate dehydratase
20126,Inorganic pyrophosphatase
20127,Inosine-5'-monophosphate dehydrogenase
20128,Inositol-1-monophosphatase
20129,Isoaspartyl peptidase
20130,Isocitrate dehydrogenase )
20131,Isoleucine--tRNA ligase
20132,Ketol-acid reductoisomerase )
20133,L-aspartate oxidase
20134,L-glutamate gamma-semialdehyde dehydrogenase
20135,"L-lysine 2,3-aminomutase"
20136,L-threonine 3-dehydrogenase
20137,Lactoylglutathione lyase
20138,Leucine--tRNA ligase
20139,LexA repressor
20140,Lipid-A-disaccharide synthase
20141,Lipoprotein signal peptidase
20142,Lipoyl synthase
20143,Lon protease
20144,Long-chain-fatty-acid--CoA ligase
20145,Low molecular weight protein-tyrosine-phosphatase Wzb
20146,Low specificity L-threonine aldolase
20147,Lysine--tRNA ligase
20148,Malate dehydrogenase
20149,Malonyl CoA-acyl carrier protein transacylase
20150,Malto-oligosyltrehalose synthase
20151,Metal-dependent carboxypeptidase
20152,Methionine aminopeptidase
20153,Methionine synthase
20154,Methionine--tRNA ligase
20155,Methionyl-tRNA formyltransferase
20156,Methylated-DNA--protein-cysteine methyltransferase
20157,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"
20158,Methylenetetrahydrofolate--tRNA--methyltransferase TrmFO -methyltransferase)
20159,Methylmalonyl-CoA mutase
20160,Methylthioribose-1-phosphate isomerase
20161,"Molybdate ABC transporter, ATP-binding protein"
20162,Molybdopterin molybdenumtransferase
20163,Molybdopterin synthase catalytic subunit
20164,Monofunctional biosynthetic peptidoglycan transglycosylase
20165,Multifunctional CCA addition/repair protein
20166,"Multifunctional fusion protein [Includes: GDP-mannose 4,6-dehydratase ; GDP-L-fucose synthase ]"
20167,Multifunctional fusion protein [Includes: Indole-3-glycerol phosphate synthase ; Anthranilate phosphoribosyltransferase ]
20168,Multifunctional fusion protein [Includes: Shikimate kinase ; 3-dehydroquinate synthase ]
20169,Multifunctional fusion protein [Includes: Sulfate adenylyltransferase subunit 1 ; Adenylyl-sulfate kinase ]
20170,N-acetyl-gamma-glutamyl-phosphate reductase
20171,N-acetylmuramoyl-L-alanine amidase
20172,N-acylneuraminate cytidylyltransferase
20173,N-anthranilate isomerase
20174,N5-carboxyaminoimidazole ribonucleotide mutase imidazole mutase)
20175,N5-carboxyaminoimidazole ribonucleotide synthase imidazole synthetase)
20176,NAD kinase
20177,NAD transhydrogenase [B-specific])
20178,NAD-dependent malic enzyme
20179,NADH dehydrogenase
20180,NADH dehydrogenase H:quinone oxidoreductase)
20181,NADPH-dependent 7-cyano-7-deazaguanine reductase reductase)
20182,Nicotinate phosphoribosyltransferase
20183,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase -alpha-phosphoribosyltransferase)
20184,Nitrate reductase subunit alpha
20185,Nucleoside diphosphate kinase
20186,Octanoyltransferase
20187,Octaprenyl diphosphate synthase
20188,Ornithine carbamoyltransferase
20189,Orotate phosphoribosyltransferase
20190,Orotidine 5'-phosphate decarboxylase
20191,Oxygen sensor histidine kinase NreB
20192,PP2C-family Ser/Thr protein phosphatase
20193,Pantothenate synthetase
20194,Penicillin-binding protein 1A
20195,Peptide deformylase
20196,Peptide methionine sulfoxide reductase MsrA -S-oxide reductase)
20197,Peptide methionine sulfoxide reductase MsrB -S-oxide reductase)
20198,Peptidyl-tRNA hydrolase
20199,Peroxiredoxin
20200,Phenylalanine--tRNA ligase alpha subunit
20201,"Phosphate ABC transporter, ATP-binding protein"
20202,Phosphatidate cytidylyltransferase
20203,Phosphatidylethanolamine N-methyltransferase
20204,Phosphatidylserine decarboxylase proenzyme [Cleaved into: alpha chain; beta chain]
20205,Phospho-2-dehydro-3-deoxyheptonate aldolase
20206,Phospho-N-acetylmuramoyl-pentapeptide-transferase
20207,Phosphoadenylyl-sulfate reductase
20208,Phosphoenolpyruvate synthase
20209,Phosphoglucosamine mutase
20210,Phosphoglycerate kinase
20211,Phosphoglycolate phosphatase
20212,Phosphoheptose isomerase
20213,Phosphomannomutase/phosphoglucomutase
20214,Phosphomethylpyrimidine synthase
